"customer_id","cluster_raw","cluster_num"
"SYNID0200022272","business_6",6
"SYNID0200022658","business_1",1
"SYNID0200022981","business_3",3
"SYNID0200022992","business_4",4
"SYNID0200023383","business_4",4
"SYNID0200023435","business_1",1
"SYNID0200023453","business_2",2
"SYNID0200023512","business_4",4
"SYNID0200023676","business_6",6
"SYNID0200023678","business_4",4
"SYNID0200023834","business_1",1
"SYNID0200024058","business_1",1
"SYNID0200024145","business_1",1
"SYNID0200024174","business_1",1
"SYNID0200024351","business_1",1
"SYNID0200025037","business_4",4
"SYNID0200025229","business_1",1
"SYNID0200025323","business_1",1
"SYNID0200025474","business_1",1
"SYNID0200025554","business_1",1
"SYNID0200025569","business_1",1
"SYNID0200025657","business_1",1
"SYNID0200025988","business_1",1
"SYNID0200026055","business_1",1
"SYNID0200026070","business_4",4
"SYNID0200026083","business_5",5
"SYNID0200026135","business_6",6
"SYNID0200026241","business_4",4
"SYNID0200026248","business_4",4
"SYNID0200026303","business_4",4
"SYNID0200026502","business_4",4
"SYNID0200026611","business_4",4
"SYNID0200026722","business_4",4
"SYNID0200027423","business_4",4
"SYNID0200027495","business_1",1
"SYNID0200027513","business_2",2
"SYNID0200027516","business_4",4
"SYNID0200027770","business_1",1
"SYNID0200027982","business_4",4
"SYNID0200027994","business_1",1
"SYNID0200028035","business_6",6
"SYNID0200028145","business_1",1
"SYNID0200028424","business_4",4
"SYNID0200028784","business_1",1
"SYNID0200029047","business_1",1
"SYNID0200029336","business_1",1
"SYNID0200029730","business_4",4
"SYNID0200029731","business_6",6
"SYNID0200030015","business_1",1
"SYNID0200030089","business_1",1
"SYNID0200030174","business_4",4
"SYNID0200030198","business_1",1
"SYNID0200030315","business_4",4
"SYNID0200030338","business_1",1
"SYNID0200030634","business_6",6
"SYNID0200030734","business_1",1
"SYNID0200030963","business_6",6
"SYNID0200031130","business_6",6
"SYNID0200031324","business_1",1
"SYNID0200031404","business_1",1
"SYNID0200031474","business_1",1
"SYNID0200031567","business_1",1
"SYNID0200031604","business_1",1
"SYNID0200031834","business_4",4
"SYNID0200031873","business_6",6
"SYNID0200031915","business_6",6
"SYNID0200031989","business_4",4
"SYNID0200032031","business_4",4
"SYNID0200032033","business_4",4
"SYNID0200032135","business_4",4
"SYNID0200032503","business_1",1
"SYNID0200032592","business_1",1
"SYNID0200032644","business_4",4
"SYNID0200032709","business_4",4
"SYNID0200032718","business_1",1
"SYNID0200032724","business_4",4
"SYNID0200032850","business_4",4
"SYNID0200032918","business_1",1
"SYNID0200033144","business_1",1
"SYNID0200033166","business_1",1
"SYNID0200033241","business_1",1
"SYNID0200033301","business_4",4
"SYNID0200033452","business_6",6
"SYNID0200033825","business_1",1
"SYNID0200033829","business_4",4
"SYNID0200033993","business_4",4
"SYNID0200034232","business_4",4
"SYNID0200034603","business_3",3
"SYNID0200034670","business_5",5
"SYNID0200034787","business_2",2
"SYNID0200034847","business_1",1
"SYNID0200034923","business_2",2
"SYNID0200035124","business_4",4
"SYNID0200035130","business_1",1
"SYNID0200035137","business_2",2
"SYNID0200035208","business_2",2
"SYNID0200035231","business_1",1
"SYNID0200035629","business_1",1
"SYNID0200035832","business_1",1
"SYNID0200035881","business_2",2
"SYNID0200035891","business_1",1
"SYNID0200035920","business_1",1
"SYNID0200036053","business_6",6
"SYNID0200036127","business_4",4
"SYNID0200036170","business_2",2
"SYNID0200036272","business_4",4
"SYNID0200036380","business_4",4
"SYNID0200036529","business_4",4
"SYNID0200036910","business_4",4
"SYNID0200037052","business_1",1
"SYNID0200037228","business_4",4
"SYNID0200037290","business_6",6
"SYNID0200037329","business_4",4
"SYNID0200037490","business_6",6
"SYNID0200037697","business_4",4
"SYNID0200037978","business_1",1
"SYNID0200038140","business_4",4
"SYNID0200038160","business_1",1
"SYNID0200038667","business_4",4
"SYNID0200038754","business_1",1
"SYNID0200038841","business_4",4
"SYNID0200038909","business_4",4
"SYNID0200038936","business_2",2
"SYNID0200039090","business_4",4
"SYNID0200039372","business_6",6
"SYNID0200039594","business_4",4
"SYNID0200039691","business_1",1
"SYNID0200039736","business_6",6
"SYNID0200039773","business_1",1
"SYNID0200039887","business_1",1
"SYNID0200039903","business_6",6
"SYNID0200039978","business_1",1
"SYNID0200040092","business_4",4
"SYNID0200040141","business_2",2
"SYNID0200040180","business_1",1
"SYNID0200040263","business_2",2
"SYNID0200040291","business_1",1
"SYNID0200040299","business_1",1
"SYNID0200040430","business_4",4
"SYNID0200040476","business_6",6
"SYNID0200040565","business_6",6
"SYNID0200040580","business_4",4
"SYNID0200040590","business_1",1
"SYNID0200040642","business_1",1
"SYNID0200040644","business_4",4
"SYNID0200041239","business_6",6
"SYNID0200041261","business_1",1
"SYNID0200041436","business_1",1
"SYNID0200041574","business_4",4
"SYNID0200041586","business_1",1
"SYNID0200041616","business_6",6
"SYNID0200041641","business_1",1
"SYNID0200041757","business_1",1
"SYNID0200041892","business_4",4
"SYNID0200041972","business_1",1
"SYNID0200042002","business_4",4
"SYNID0200042014","business_1",1
"SYNID0200042017","business_4",4
"SYNID0200042053","business_4",4
"SYNID0200042067","business_1",1
"SYNID0200042133","business_1",1
"SYNID0200042170","business_3",3
"SYNID0200042354","business_1",1
"SYNID0200042609","business_6",6
"SYNID0200042812","business_1",1
"SYNID0200042934","business_1",1
"SYNID0200043167","business_6",6
"SYNID0200043476","business_4",4
"SYNID0200043496","business_4",4
"SYNID0200044152","business_2",2
"SYNID0200044322","business_1",1
"SYNID0200044425","business_1",1
"SYNID0200044448","business_4",4
"SYNID0200044452","business_2",2
"SYNID0200044503","business_1",1
"SYNID0200044656","business_6",6
"SYNID0200044707","business_1",1
"SYNID0200044864","business_1",1
"SYNID0200044934","business_4",4
"SYNID0200044952","business_4",4
"SYNID0200044972","business_6",6
"SYNID0200045450","business_1",1
"SYNID0200045621","business_1",1
"SYNID0200045625","business_4",4
"SYNID0200045677","business_4",4
"SYNID0200045737","business_4",4
"SYNID0200045739","business_1",1
"SYNID0200045763","business_2",2
"SYNID0200045773","business_6",6
"SYNID0200045836","business_1",1
"SYNID0200045961","business_1",1
"SYNID0200046033","business_6",6
"SYNID0200046052","business_4",4
"SYNID0200046094","business_6",6
"SYNID0200046269","business_1",1
"SYNID0200046331","business_4",4
"SYNID0200046477","business_1",1
"SYNID0200046628","business_4",4
"SYNID0200046967","business_4",4
"SYNID0200047011","business_4",4
"SYNID0200047088","business_1",1
"SYNID0200047195","business_4",4
"SYNID0200047218","business_6",6
"SYNID0200047398","business_2",2
"SYNID0200047635","business_1",1
"SYNID0200047653","business_1",1
"SYNID0200047728","business_4",4
"SYNID0200047735","business_2",2
"SYNID0200047756","business_4",4
"SYNID0200047813","business_1",1
"SYNID0200047884","business_4",4
"SYNID0200047997","business_4",4
"SYNID0200048210","business_1",1
"SYNID0200048283","business_4",4
"SYNID0200048358","business_4",4
"SYNID0200048695","business_1",1
"SYNID0200049061","business_4",4
"SYNID0200049064","business_4",4
"SYNID0200049207","business_4",4
"SYNID0200049234","business_1",1
"SYNID0200049338","business_1",1
"SYNID0200049343","business_4",4
"SYNID0200049394","business_4",4
"SYNID0200049489","business_1",1
"SYNID0200049628","business_1",1
"SYNID0200049964","business_1",1
"SYNID0200049992","business_4",4
"SYNID0200050035","business_4",4
"SYNID0200050117","business_1",1
"SYNID0200050166","business_4",4
"SYNID0200050442","business_1",1
"SYNID0200050469","business_4",4
"SYNID0200050536","business_6",6
"SYNID0200050963","business_1",1
"SYNID0200051017","business_6",6
"SYNID0200051170","business_1",1
"SYNID0200051569","business_4",4
"SYNID0200051580","business_1",1
"SYNID0200051813","business_4",4
"SYNID0200052058","business_1",1
"SYNID0200052059","business_1",1
"SYNID0200052307","business_1",1
"SYNID0200052662","business_1",1
"SYNID0200052726","business_1",1
"SYNID0200052917","business_1",1
"SYNID0200053093","business_5",5
"SYNID0200053350","business_1",1
"SYNID0200053431","business_1",1
"SYNID0200053469","business_1",1
"SYNID0200053682","business_4",4
"SYNID0200054159","business_2",2
"SYNID0200054310","business_1",1
"SYNID0200054348","business_4",4
"SYNID0200054415","business_1",1
"SYNID0200054481","business_1",1
"SYNID0200054515","business_2",2
"SYNID0200054795","business_4",4
"SYNID0200054843","business_2",2
"SYNID0200054885","business_6",6
"SYNID0200054923","business_1",1
"SYNID0200054930","business_1",1
"SYNID0200055205","business_4",4
"SYNID0200055241","business_1",1
"SYNID0200055253","business_4",4
"SYNID0200055268","business_4",4
"SYNID0200055445","business_1",1
"SYNID0200055683","business_1",1
"SYNID0200055689","business_4",4
"SYNID0200055833","business_1",1
"SYNID0200055861","business_1",1
"SYNID0200055873","business_1",1
"SYNID0200055964","business_6",6
"SYNID0200055969","business_6",6
"SYNID0200056480","business_4",4
"SYNID0200056521","business_1",1
"SYNID0200056648","business_1",1
"SYNID0200056733","business_1",1
"SYNID0200056757","business_1",1
"SYNID0200056890","business_2",2
"SYNID0200056918","business_1",1
"SYNID0200057054","business_4",4
"SYNID0200057111","business_1",1
"SYNID0200057137","business_5",5
"SYNID0200057157","business_1",1
"SYNID0200057198","business_1",1
"SYNID0200057253","business_2",2
"SYNID0200057276","business_1",1
"SYNID0200057301","business_1",1
"SYNID0200057310","business_4",4
"SYNID0200057370","business_2",2
"SYNID0200057438","business_4",4
"SYNID0200057456","business_1",1
"SYNID0200057479","business_1",1
"SYNID0200057653","business_2",2
"SYNID0200057679","business_5",5
"SYNID0200057730","business_4",4
"SYNID0200057805","business_4",4
"SYNID0200058125","business_5",5
"SYNID0200058288","business_1",1
"SYNID0200058501","business_1",1
"SYNID0200058562","business_4",4
"SYNID0200058595","business_2",2
"SYNID0200058698","business_1",1
"SYNID0200058743","business_1",1
"SYNID0200058784","business_1",1
"SYNID0200058790","business_4",4
"SYNID0200058803","business_1",1
"SYNID0200058815","business_6",6
"SYNID0200058828","business_1",1
"SYNID0200058942","business_1",1
"SYNID0200058992","business_1",1
"SYNID0200059266","business_1",1
"SYNID0200059337","business_4",4
"SYNID0200059389","business_1",1
"SYNID0200059410","business_1",1
"SYNID0200059448","business_1",1
"SYNID0200059640","business_4",4
"SYNID0200059735","business_1",1
"SYNID0200059780","business_1",1
"SYNID0200059924","business_4",4
"SYNID0200059954","business_1",1
"SYNID0200060132","business_1",1
"SYNID0200060169","business_4",4
"SYNID0200060241","business_6",6
"SYNID0200060292","business_1",1
"SYNID0200060564","business_4",4
"SYNID0200060612","business_4",4
"SYNID0200060860","business_1",1
"SYNID0200060921","business_1",1
"SYNID0200060979","business_4",4
"SYNID0200061115","business_4",4
"SYNID0200061178","business_6",6
"SYNID0200061424","business_4",4
"SYNID0200061439","business_1",1
"SYNID0200061628","business_1",1
"SYNID0200061901","business_1",1
"SYNID0200061993","business_6",6
"SYNID0200062147","business_3",3
"SYNID0200062233","business_4",4
"SYNID0200062604","business_1",1
"SYNID0200062673","business_2",2
"SYNID0200062699","business_6",6
"SYNID0200062723","business_4",4
"SYNID0200062836","business_1",1
"SYNID0200062874","business_2",2
"SYNID0200062954","business_1",1
"SYNID0200062998","business_1",1
"SYNID0200063219","business_1",1
"SYNID0200063338","business_1",1
"SYNID0200063661","business_4",4
"SYNID0200063732","business_1",1
"SYNID0200063734","business_4",4
"SYNID0200063843","business_1",1
"SYNID0200064025","business_1",1
"SYNID0200064104","business_1",1
"SYNID0200064299","business_6",6
"SYNID0200064460","business_1",1
"SYNID0200064620","business_2",2
"SYNID0200064656","business_1",1
"SYNID0200064688","business_1",1
"SYNID0200064955","business_4",4
"SYNID0200064981","business_1",1
"SYNID0200065007","business_1",1
"SYNID0200065260","business_1",1
"SYNID0200065261","business_2",2
"SYNID0200065389","business_1",1
"SYNID0200065505","business_1",1
"SYNID0200065550","business_1",1
"SYNID0200065729","business_1",1
"SYNID0200065748","business_6",6
"SYNID0200065920","business_2",2
"SYNID0200065974","business_1",1
"SYNID0200066012","business_3",3
"SYNID0200066074","business_1",1
"SYNID0200066155","business_4",4
"SYNID0200066271","business_1",1
"SYNID0200066377","business_4",4
"SYNID0200066545","business_1",1
"SYNID0200066555","business_5",5
"SYNID0200066598","business_6",6
"SYNID0200066849","business_1",1
"SYNID0200066894","business_1",1
"SYNID0200066917","business_4",4
"SYNID0200067140","business_4",4
"SYNID0200067334","business_4",4
"SYNID0200067478","business_4",4
"SYNID0200067686","business_2",2
"SYNID0200067891","business_6",6
"SYNID0200068031","business_4",4
"SYNID0200068446","business_4",4
"SYNID0200068503","business_6",6
"SYNID0200068741","business_6",6
"SYNID0200068793","business_6",6
"SYNID0200068879","business_4",4
"SYNID0200069185","business_4",4
"SYNID0200069339","business_1",1
"SYNID0200069354","business_4",4
"SYNID0200069518","business_1",1
"SYNID0200069592","business_4",4
"SYNID0200070113","business_1",1
"SYNID0200070114","business_2",2
"SYNID0200070254","business_4",4
"SYNID0200070290","business_4",4
"SYNID0200070473","business_1",1
"SYNID0200070554","business_1",1
"SYNID0200070562","business_1",1
"SYNID0200070724","business_6",6
"SYNID0200071039","business_4",4
"SYNID0200071381","business_6",6
"SYNID0200071397","business_1",1
"SYNID0200071426","business_4",4
"SYNID0200071594","business_4",4
"SYNID0200071595","business_3",3
"SYNID0200071646","business_1",1
"SYNID0200071672","business_1",1
"SYNID0200071743","business_1",1
"SYNID0200071936","business_1",1
"SYNID0200071974","business_4",4
"SYNID0200072326","business_1",1
"SYNID0200072663","business_1",1
"SYNID0200072714","business_1",1
"SYNID0200072767","business_2",2
"SYNID0200072835","business_1",1
"SYNID0200072882","business_1",1
"SYNID0200072894","business_1",1
"SYNID0200072991","business_1",1
"SYNID0200073252","business_1",1
"SYNID0200073350","business_4",4
"SYNID0200073367","business_4",4
"SYNID0200073448","business_1",1
"SYNID0200073454","business_5",5
"SYNID0200073722","business_1",1
"SYNID0200073933","business_1",1
"SYNID0200073944","business_1",1
"SYNID0200074025","business_4",4
"SYNID0200074039","business_4",4
"SYNID0200074174","business_6",6
"SYNID0200074201","business_4",4
"SYNID0200074304","business_1",1
"SYNID0200074591","business_4",4
"SYNID0200074594","business_5",5
"SYNID0200075093","business_1",1
"SYNID0200075142","business_1",1
"SYNID0200075289","business_4",4
"SYNID0200075439","business_4",4
"SYNID0200075455","business_1",1
"SYNID0200075641","business_4",4
"SYNID0200075725","business_1",1
"SYNID0200075759","business_1",1
"SYNID0200075942","business_4",4
"SYNID0200076094","business_4",4
"SYNID0200076108","business_1",1
"SYNID0200076471","business_1",1
"SYNID0200076556","business_4",4
"SYNID0200076557","business_1",1
"SYNID0200076577","business_1",1
"SYNID0200076578","business_1",1
"SYNID0200076771","business_4",4
"SYNID0200076909","business_1",1
"SYNID0200077129","business_4",4
"SYNID0200077623","business_4",4
"SYNID0200077695","business_4",4
"SYNID0200077704","business_1",1
"SYNID0200077716","business_1",1
"SYNID0200077759","business_1",1
"SYNID0200077937","business_1",1
"SYNID0200077945","business_1",1
"SYNID0200078073","business_1",1
"SYNID0200078093","business_4",4
"SYNID0200078210","business_4",4
"SYNID0200078279","business_1",1
"SYNID0200078568","business_1",1
"SYNID0200078719","business_1",1
"SYNID0200078801","business_1",1
"SYNID0200078837","business_6",6
"SYNID0200078974","business_4",4
"SYNID0200078975","business_4",4
"SYNID0200079374","business_4",4
"SYNID0200079624","business_4",4
"SYNID0200079735","business_1",1
"SYNID0200080155","business_1",1
"SYNID0200080216","business_1",1
"SYNID0200080236","business_1",1
"SYNID0200080336","business_1",1
"SYNID0200080373","business_2",2
"SYNID0200080420","business_2",2
"SYNID0200080481","business_4",4
"SYNID0200080902","business_6",6
"SYNID0200080941","business_1",1
"SYNID0200081318","business_1",1
"SYNID0200081385","business_4",4
"SYNID0200081863","business_4",4
"SYNID0200081912","business_2",2
"SYNID0200082057","business_4",4
"SYNID0200082222","business_1",1
"SYNID0200082303","business_1",1
"SYNID0200082407","business_4",4
"SYNID0200082487","business_4",4
"SYNID0200082683","business_2",2
"SYNID0200082862","business_4",4
"SYNID0200082908","business_1",1
"SYNID0200082953","business_2",2
"SYNID0200082968","business_1",1
"SYNID0200083102","business_4",4
"SYNID0200083234","business_4",4
"SYNID0200083253","business_1",1
"SYNID0200083260","business_6",6
"SYNID0200083269","business_4",4
"SYNID0200083289","business_1",1
"SYNID0200083294","business_1",1
"SYNID0200083346","business_4",4
"SYNID0200083654","business_4",4
"SYNID0200083738","business_1",1
"SYNID0200084090","business_4",4
"SYNID0200084357","business_1",1
"SYNID0200084556","business_4",4
"SYNID0200084675","business_1",1
"SYNID0200084964","business_4",4
"SYNID0200085043","business_4",4
"SYNID0200085503","business_1",1
"SYNID0200085516","business_2",2
"SYNID0200085579","business_4",4
"SYNID0200085976","business_4",4
"SYNID0200086054","business_4",4
"SYNID0200086080","business_4",4
"SYNID0200086234","business_5",5
"SYNID0200086374","business_4",4
"SYNID0200086646","business_1",1
"SYNID0200086946","business_2",2
"SYNID0200086967","business_1",1
"SYNID0200087245","business_4",4
"SYNID0200087369","business_6",6
"SYNID0200087560","business_6",6
"SYNID0200087608","business_2",2
"SYNID0200087629","business_4",4
"SYNID0200087737","business_4",4
"SYNID0200087767","business_4",4
"SYNID0200087852","business_4",4
"SYNID0200088065","business_2",2
"SYNID0200088257","business_6",6
"SYNID0200088287","business_1",1
"SYNID0200088380","business_2",2
"SYNID0200088387","business_4",4
"SYNID0200088440","business_1",1
"SYNID0200088477","business_1",1
"SYNID0200088491","business_1",1
"SYNID0200088582","business_1",1
"SYNID0200089164","business_2",2
"SYNID0200089176","business_1",1
"SYNID0200089421","business_1",1
"SYNID0200089472","business_1",1
"SYNID0200089594","business_4",4
"SYNID0200090133","business_1",1
"SYNID0200090248","business_4",4
"SYNID0200090321","business_1",1
"SYNID0200090327","business_4",4
"SYNID0200090417","business_4",4
"SYNID0200090558","business_1",1
"SYNID0200090712","business_4",4
"SYNID0200090716","business_1",1
"SYNID0200090719","business_1",1
"SYNID0200090829","business_1",1
"SYNID0200091003","business_6",6
"SYNID0200091130","business_1",1
"SYNID0200091246","business_2",2
"SYNID0200091324","business_1",1
"SYNID0200091560","business_6",6
"SYNID0200091594","business_4",4
"SYNID0200091660","business_6",6
"SYNID0200091933","business_5",5
"SYNID0200091982","business_1",1
"SYNID0200092052","business_1",1
"SYNID0200092485","business_1",1
"SYNID0200092834","business_1",1
"SYNID0200092876","business_1",1
"SYNID0200092976","business_1",1
"SYNID0200092992","business_2",2
"SYNID0200093306","business_6",6
"SYNID0200093386","business_4",4
"SYNID0200093427","business_2",2
"SYNID0200093697","business_1",1
"SYNID0200093716","business_1",1
"SYNID0200093832","business_1",1
"SYNID0200094139","business_1",1
"SYNID0200094201","business_4",4
"SYNID0200094380","business_4",4
"SYNID0200094495","business_4",4
"SYNID0200094546","business_1",1
"SYNID0200094936","business_1",1
"SYNID0200095007","business_1",1
"SYNID0200095008","business_4",4
"SYNID0200095146","business_4",4
"SYNID0200095189","business_2",2
"SYNID0200095298","business_1",1
"SYNID0200095399","business_1",1
"SYNID0200095593","business_1",1
"SYNID0200096084","business_4",4
"SYNID0200096105","business_4",4
"SYNID0200096243","business_1",1
"SYNID0200096265","business_4",4
"SYNID0200096333","business_4",4
"SYNID0200096631","business_1",1
"SYNID0200096768","business_4",4
"SYNID0200096821","business_4",4
"SYNID0200097002","business_4",4
"SYNID0200097212","business_4",4
"SYNID0200097251","business_4",4
"SYNID0200097286","business_4",4
"SYNID0200097314","business_1",1
"SYNID0200097381","business_4",4
"SYNID0200097443","business_4",4
"SYNID0200097538","business_1",1
"SYNID0200097662","business_6",6
"SYNID0200097787","business_1",1
"SYNID0200097837","business_2",2
"SYNID0200097905","business_1",1
"SYNID0200098097","business_6",6
"SYNID0200098289","business_4",4
"SYNID0200098437","business_1",1
"SYNID0200098526","business_6",6
"SYNID0200098575","business_1",1
"SYNID0200098740","business_1",1
"SYNID0200098894","business_4",4
"SYNID0200099069","business_1",1
"SYNID0200099071","business_4",4
"SYNID0200099101","business_1",1
"SYNID0200099339","business_4",4
"SYNID0200099433","business_4",4
"SYNID0200099434","business_2",2
"SYNID0200099471","business_4",4
"SYNID0200099510","business_6",6
"SYNID0200099524","business_6",6
"SYNID0200099603","business_4",4
"SYNID0200099634","business_1",1
"SYNID0200099702","business_1",1
"SYNID0200099738","business_6",6
"SYNID0200099912","business_4",4
"SYNID0200099923","business_1",1
"SYNID0200099957","business_4",4
"SYNID0200099974","business_4",4
"SYNID0200099997","business_4",4
"SYNID0200100125","business_3",3
"SYNID0200100299","business_4",4
"SYNID0200100376","business_1",1
"SYNID0200100511","business_4",4
"SYNID0200100811","business_1",1
"SYNID0200101076","business_1",1
"SYNID0200101124","business_2",2
"SYNID0200101131","business_4",4
"SYNID0200101140","business_1",1
"SYNID0200101468","business_4",4
"SYNID0200101579","business_1",1
"SYNID0200102130","business_4",4
"SYNID0200102442","business_1",1
"SYNID0200102560","business_1",1
"SYNID0200102649","business_1",1
"SYNID0200102713","business_4",4
"SYNID0200102755","business_1",1
"SYNID0200102769","business_4",4
"SYNID0200102850","business_2",2
"SYNID0200103290","business_4",4
"SYNID0200103388","business_2",2
"SYNID0200103566","business_1",1
"SYNID0200103630","business_1",1
"SYNID0200103724","business_1",1
"SYNID0200103927","business_6",6
"SYNID0200103945","business_6",6
"SYNID0200103947","business_4",4
"SYNID0200104114","business_4",4
"SYNID0200104356","business_5",5
"SYNID0200104376","business_1",1
"SYNID0200104510","business_1",1
"SYNID0200104646","business_1",1
"SYNID0200104798","business_1",1
"SYNID0200104921","business_1",1
"SYNID0200104924","business_1",1
"SYNID0200105196","business_1",1
"SYNID0200105240","business_4",4
"SYNID0200105263","business_1",1
"SYNID0200105323","business_6",6
"SYNID0200105352","business_1",1
"SYNID0200105480","business_6",6
"SYNID0200105651","business_4",4
"SYNID0200105773","business_4",4
