"customer_id","cluster_raw","cluster_num","kyc_type"
"SYNID0100035703","global_4",4,"individual"
"SYNID0100036197","global_4",4,"individual"
"SYNID0100036671","global_1",1,"individual"
"SYNID0100036688","global_3",3,"individual"
"SYNID0100036773","global_4",4,"individual"
"SYNID0100036786","global_4",4,"individual"
"SYNID0100036935","global_4",4,"individual"
"SYNID0100037007","global_3",3,"individual"
"SYNID0100037208","global_3",3,"individual"
"SYNID0100037226","global_4",4,"individual"
"SYNID0100037366","global_4",4,"individual"
"SYNID0100037477","global_4",4,"individual"
"SYNID0100037509","global_4",4,"individual"
"SYNID0100037607","global_4",4,"individual"
"SYNID0100037666","global_4",4,"individual"
"SYNID0100037728","global_4",4,"individual"
"SYNID0100037869","global_3",3,"individual"
"SYNID0100037890","global_4",4,"individual"
"SYNID0100038038","global_3",3,"individual"
"SYNID0100038086","global_3",3,"individual"
"SYNID0100038539","global_4",4,"individual"
"SYNID0100038708","global_4",4,"individual"
"SYNID0100038801","global_4",4,"individual"
"SYNID0100038880","global_3",3,"individual"
"SYNID0100038978","global_3",3,"individual"
"SYNID0100039084","global_4",4,"individual"
"SYNID0100039312","global_4",4,"individual"
"SYNID0100039424","global_4",4,"individual"
"SYNID0100039780","global_4",4,"individual"
"SYNID0100040148","global_3",3,"individual"
"SYNID0100040316","global_4",4,"individual"
"SYNID0100040454","global_4",4,"individual"
"SYNID0100040792","global_1",1,"individual"
"SYNID0100040885","global_3",3,"individual"
"SYNID0100040970","global_3",3,"individual"
"SYNID0100041064","global_4",4,"individual"
"SYNID0100041327","global_1",1,"individual"
"SYNID0100041519","global_4",4,"individual"
"SYNID0100041539","global_4",4,"individual"
"SYNID0100041876","global_4",4,"individual"
"SYNID0100042124","global_4",4,"individual"
"SYNID0100042256","global_1",1,"individual"
"SYNID0100042517","global_3",3,"individual"
"SYNID0100042626","global_3",3,"individual"
"SYNID0100042902","global_3",3,"individual"
"SYNID0100042905","global_3",3,"individual"
"SYNID0100043003","global_4",4,"individual"
"SYNID0100043540","global_1",1,"individual"
"SYNID0100043914","global_4",4,"individual"
"SYNID0100044500","global_4",4,"individual"
"SYNID0100044704","global_3",3,"individual"
"SYNID0100045225","global_4",4,"individual"
"SYNID0100045411","global_4",4,"individual"
"SYNID0100045578","global_1",1,"individual"
"SYNID0100045811","global_3",3,"individual"
"SYNID0100046345","global_4",4,"individual"
"SYNID0100046511","global_4",4,"individual"
"SYNID0100046583","global_4",4,"individual"
"SYNID0100046681","global_4",4,"individual"
"SYNID0100046751","global_3",3,"individual"
"SYNID0100046933","global_4",4,"individual"
"SYNID0100047082","global_4",4,"individual"
"SYNID0100047241","global_4",4,"individual"
"SYNID0100047421","global_4",4,"individual"
"SYNID0100047746","global_4",4,"individual"
"SYNID0100047852","global_3",3,"individual"
"SYNID0100047938","global_4",4,"individual"
"SYNID0100048054","global_4",4,"individual"
"SYNID0100048110","global_4",4,"individual"
"SYNID0100048201","global_4",4,"individual"
"SYNID0100048220","global_4",4,"individual"
"SYNID0100048513","global_4",4,"individual"
"SYNID0100048554","global_4",4,"individual"
"SYNID0100048602","global_4",4,"individual"
"SYNID0100048631","global_4",4,"individual"
"SYNID0100048646","global_3",3,"individual"
"SYNID0100049026","global_4",4,"individual"
"SYNID0100049262","global_1",1,"individual"
"SYNID0100049538","global_3",3,"individual"
"SYNID0100049761","global_3",3,"individual"
"SYNID0100049825","global_4",4,"individual"
"SYNID0100050100","global_4",4,"individual"
"SYNID0100050622","global_3",3,"individual"
"SYNID0100050795","global_4",4,"individual"
"SYNID0100050922","global_4",4,"individual"
"SYNID0100051035","global_4",4,"individual"
"SYNID0100051037","global_3",3,"individual"
"SYNID0100051071","global_3",3,"individual"
"SYNID0100051199","global_3",3,"individual"
"SYNID0100051414","global_3",3,"individual"
"SYNID0100051424","global_3",3,"individual"
"SYNID0100051465","global_1",1,"individual"
"SYNID0100052024","global_4",4,"individual"
"SYNID0100052418","global_4",4,"individual"
"SYNID0100052442","global_4",4,"individual"
"SYNID0100052942","global_1",1,"individual"
"SYNID0100053138","global_4",4,"individual"
"SYNID0100053671","global_4",4,"individual"
"SYNID0100053896","global_3",3,"individual"
"SYNID0100054434","global_1",1,"individual"
"SYNID0100054859","global_4",4,"individual"
"SYNID0100054894","global_3",3,"individual"
"SYNID0100055597","global_4",4,"individual"
"SYNID0100055665","global_3",3,"individual"
"SYNID0100055741","global_4",4,"individual"
"SYNID0100056156","global_3",3,"individual"
"SYNID0100056283","global_3",3,"individual"
"SYNID0100056875","global_3",3,"individual"
"SYNID0100057662","global_4",4,"individual"
"SYNID0100058090","global_4",4,"individual"
"SYNID0100058456","global_3",3,"individual"
"SYNID0100058587","global_4",4,"individual"
"SYNID0100059315","global_4",4,"individual"
"SYNID0100059367","global_3",3,"individual"
"SYNID0100059490","global_4",4,"individual"
"SYNID0100059769","global_4",4,"individual"
"SYNID0100060456","global_4",4,"individual"
"SYNID0100060458","global_3",3,"individual"
"SYNID0100060562","global_4",4,"individual"
"SYNID0100060727","global_4",4,"individual"
"SYNID0100060883","global_3",3,"individual"
"SYNID0100060969","global_3",3,"individual"
"SYNID0100061097","global_3",3,"individual"
"SYNID0100062156","global_4",4,"individual"
"SYNID0100062402","global_4",4,"individual"
"SYNID0100062584","global_3",3,"individual"
"SYNID0100063099","global_4",4,"individual"
"SYNID0100063274","global_1",1,"individual"
"SYNID0100063316","global_4",4,"individual"
"SYNID0100063360","global_3",3,"individual"
"SYNID0100063472","global_4",4,"individual"
"SYNID0100063874","global_3",3,"individual"
"SYNID0100063994","global_4",4,"individual"
"SYNID0100064304","global_3",3,"individual"
"SYNID0100064470","global_1",1,"individual"
"SYNID0100064485","global_3",3,"individual"
"SYNID0100064835","global_3",3,"individual"
"SYNID0100064958","global_3",3,"individual"
"SYNID0100065426","global_4",4,"individual"
"SYNID0100065920","global_4",4,"individual"
"SYNID0100066045","global_3",3,"individual"
"SYNID0100067005","global_4",4,"individual"
"SYNID0100067029","global_1",1,"individual"
"SYNID0100067162","global_4",4,"individual"
"SYNID0100067177","global_4",4,"individual"
"SYNID0100067217","global_3",3,"individual"
"SYNID0100067250","global_4",4,"individual"
"SYNID0100067364","global_4",4,"individual"
"SYNID0100067531","global_4",4,"individual"
"SYNID0100067628","global_4",4,"individual"
"SYNID0100067668","global_4",4,"individual"
"SYNID0100067868","global_4",4,"individual"
"SYNID0100067899","global_3",3,"individual"
"SYNID0100067923","global_3",3,"individual"
"SYNID0100068308","global_3",3,"individual"
"SYNID0100068500","global_1",1,"individual"
"SYNID0100068537","global_1",1,"individual"
"SYNID0100068610","global_1",1,"individual"
"SYNID0100068662","global_3",3,"individual"
"SYNID0100068749","global_4",4,"individual"
"SYNID0100068783","global_3",3,"individual"
"SYNID0100068792","global_4",4,"individual"
"SYNID0100068815","global_3",3,"individual"
"SYNID0100068827","global_4",4,"individual"
"SYNID0100069423","global_3",3,"individual"
"SYNID0100069524","global_3",3,"individual"
"SYNID0100069632","global_4",4,"individual"
"SYNID0100069844","global_4",4,"individual"
"SYNID0100069957","global_4",4,"individual"
"SYNID0100069965","global_3",3,"individual"
"SYNID0100070134","global_3",3,"individual"
"SYNID0100070399","global_4",4,"individual"
"SYNID0100070470","global_4",4,"individual"
"SYNID0100070564","global_3",3,"individual"
"SYNID0100070637","global_4",4,"individual"
"SYNID0100070688","global_3",3,"individual"
"SYNID0100071116","global_4",4,"individual"
"SYNID0100071235","global_3",3,"individual"
"SYNID0100071380","global_3",3,"individual"
"SYNID0100071621","global_3",3,"individual"
"SYNID0100071649","global_3",3,"individual"
"SYNID0100072177","global_4",4,"individual"
"SYNID0100072346","global_1",1,"individual"
"SYNID0100072688","global_4",4,"individual"
"SYNID0100073103","global_4",4,"individual"
"SYNID0100073359","global_3",3,"individual"
"SYNID0100073582","global_4",4,"individual"
"SYNID0100073852","global_4",4,"individual"
"SYNID0100074035","global_1",1,"individual"
"SYNID0100074225","global_1",1,"individual"
"SYNID0100074354","global_4",4,"individual"
"SYNID0100074987","global_1",1,"individual"
"SYNID0100075150","global_4",4,"individual"
"SYNID0100075153","global_3",3,"individual"
"SYNID0100075323","global_3",3,"individual"
"SYNID0100075482","global_3",3,"individual"
"SYNID0100075839","global_4",4,"individual"
"SYNID0100076028","global_3",3,"individual"
"SYNID0100076341","global_4",4,"individual"
"SYNID0100076516","global_4",4,"individual"
"SYNID0100076652","global_4",4,"individual"
"SYNID0100076913","global_1",1,"individual"
"SYNID0100077134","global_4",4,"individual"
"SYNID0100077243","global_4",4,"individual"
"SYNID0100077523","global_3",3,"individual"
"SYNID0100077995","global_4",4,"individual"
"SYNID0100078139","global_3",3,"individual"
"SYNID0100078203","global_4",4,"individual"
"SYNID0100078242","global_4",4,"individual"
"SYNID0100078265","global_3",3,"individual"
"SYNID0100078395","global_3",3,"individual"
"SYNID0100078409","global_3",3,"individual"
"SYNID0100078509","global_3",3,"individual"
"SYNID0100078564","global_4",4,"individual"
"SYNID0100078622","global_3",3,"individual"
"SYNID0100078650","global_4",4,"individual"
"SYNID0100079311","global_3",3,"individual"
"SYNID0100079374","global_3",3,"individual"
"SYNID0100079439","global_3",3,"individual"
"SYNID0100079518","global_4",4,"individual"
"SYNID0100079658","global_3",3,"individual"
"SYNID0100080063","global_4",4,"individual"
"SYNID0100080298","global_4",4,"individual"
"SYNID0100080577","global_4",4,"individual"
"SYNID0100080937","global_3",3,"individual"
"SYNID0100081225","global_4",4,"individual"
"SYNID0100081265","global_1",1,"individual"
"SYNID0100081360","global_3",3,"individual"
"SYNID0100082216","global_4",4,"individual"
"SYNID0100082291","global_1",1,"individual"
"SYNID0100082343","global_3",3,"individual"
"SYNID0100082513","global_1",1,"individual"
"SYNID0100082541","global_4",4,"individual"
"SYNID0100083124","global_4",4,"individual"
"SYNID0100083243","global_4",4,"individual"
"SYNID0100083294","global_3",3,"individual"
"SYNID0100083585","global_4",4,"individual"
"SYNID0100083736","global_4",4,"individual"
"SYNID0100084083","global_1",1,"individual"
"SYNID0100084135","global_3",3,"individual"
"SYNID0100084277","global_3",3,"individual"
"SYNID0100084306","global_4",4,"individual"
"SYNID0100084308","global_3",3,"individual"
"SYNID0100084693","global_4",4,"individual"
"SYNID0100085002","global_4",4,"individual"
"SYNID0100085106","global_4",4,"individual"
"SYNID0100085416","global_4",4,"individual"
"SYNID0100085712","global_4",4,"individual"
"SYNID0100085836","global_3",3,"individual"
"SYNID0100086014","global_3",3,"individual"
"SYNID0100087043","global_1",1,"individual"
"SYNID0100087342","global_4",4,"individual"
"SYNID0100087425","global_3",3,"individual"
"SYNID0100087546","global_1",1,"individual"
"SYNID0100087564","global_3",3,"individual"
"SYNID0100087809","global_4",4,"individual"
"SYNID0100088272","global_3",3,"individual"
"SYNID0100088455","global_4",4,"individual"
"SYNID0100088505","global_4",4,"individual"
"SYNID0100088603","global_3",3,"individual"
"SYNID0100088611","global_4",4,"individual"
"SYNID0100088987","global_3",3,"individual"
"SYNID0100089434","global_4",4,"individual"
"SYNID0100089552","global_4",4,"individual"
"SYNID0100089992","global_3",3,"individual"
"SYNID0100090190","global_3",3,"individual"
"SYNID0100090388","global_3",3,"individual"
"SYNID0100090759","global_4",4,"individual"
"SYNID0100090794","global_4",4,"individual"
"SYNID0100090868","global_4",4,"individual"
"SYNID0100091306","global_4",4,"individual"
"SYNID0100091570","global_3",3,"individual"
"SYNID0100091865","global_4",4,"individual"
"SYNID0100091953","global_4",4,"individual"
"SYNID0100092221","global_4",4,"individual"
"SYNID0100092236","global_4",4,"individual"
"SYNID0100092359","global_3",3,"individual"
"SYNID0100092463","global_4",4,"individual"
"SYNID0100092493","global_4",4,"individual"
"SYNID0100092711","global_3",3,"individual"
"SYNID0100092825","global_4",4,"individual"
"SYNID0100092948","global_4",4,"individual"
"SYNID0100093365","global_3",3,"individual"
"SYNID0100093761","global_4",4,"individual"
"SYNID0100093807","global_3",3,"individual"
"SYNID0100093833","global_4",4,"individual"
"SYNID0100094154","global_3",3,"individual"
"SYNID0100094869","global_4",4,"individual"
"SYNID0100094906","global_3",3,"individual"
"SYNID0100095372","global_3",3,"individual"
"SYNID0100095455","global_4",4,"individual"
"SYNID0100095620","global_3",3,"individual"
"SYNID0100095651","global_4",4,"individual"
"SYNID0100095747","global_1",1,"individual"
"SYNID0100095856","global_4",4,"individual"
"SYNID0100095898","global_4",4,"individual"
"SYNID0100095907","global_3",3,"individual"
"SYNID0100095968","global_3",3,"individual"
"SYNID0100096038","global_3",3,"individual"
"SYNID0100096061","global_4",4,"individual"
"SYNID0100096157","global_4",4,"individual"
"SYNID0100096175","global_3",3,"individual"
"SYNID0100096360","global_4",4,"individual"
"SYNID0100096445","global_4",4,"individual"
"SYNID0100096758","global_4",4,"individual"
"SYNID0100096912","global_3",3,"individual"
"SYNID0100097443","global_3",3,"individual"
"SYNID0100097523","global_4",4,"individual"
"SYNID0100097584","global_4",4,"individual"
"SYNID0100097915","global_3",3,"individual"
"SYNID0100098045","global_4",4,"individual"
"SYNID0100098417","global_3",3,"individual"
"SYNID0100098525","global_4",4,"individual"
"SYNID0100099223","global_4",4,"individual"
"SYNID0100099312","global_4",4,"individual"
"SYNID0100099617","global_1",1,"individual"
"SYNID0100099677","global_3",3,"individual"
"SYNID0100100208","global_4",4,"individual"
"SYNID0100100684","global_3",3,"individual"
"SYNID0100100859","global_4",4,"individual"
"SYNID0100101009","global_3",3,"individual"
"SYNID0100101090","global_3",3,"individual"
"SYNID0100101105","global_4",4,"individual"
"SYNID0100101157","global_3",3,"individual"
"SYNID0100101393","global_3",3,"individual"
"SYNID0100101493","global_4",4,"individual"
"SYNID0100101898","global_4",4,"individual"
"SYNID0100102514","global_4",4,"individual"
"SYNID0100102587","global_3",3,"individual"
"SYNID0100102835","global_4",4,"individual"
"SYNID0100102872","global_4",4,"individual"
"SYNID0100103059","global_3",3,"individual"
"SYNID0100103070","global_3",3,"individual"
"SYNID0100103177","global_4",4,"individual"
"SYNID0100103354","global_3",3,"individual"
"SYNID0100103920","global_4",4,"individual"
"SYNID0100104133","global_4",4,"individual"
"SYNID0100104357","global_3",3,"individual"
"SYNID0100104595","global_3",3,"individual"
"SYNID0100104707","global_3",3,"individual"
"SYNID0100104939","global_1",1,"individual"
"SYNID0100105089","global_3",3,"individual"
"SYNID0100105128","global_3",3,"individual"
"SYNID0100105185","global_3",3,"individual"
"SYNID0100105208","global_3",3,"individual"
"SYNID0100105426","global_3",3,"individual"
"SYNID0100105596","global_4",4,"individual"
"SYNID0100105755","global_4",4,"individual"
"SYNID0100105795","global_3",3,"individual"
"SYNID0100105821","global_4",4,"individual"
"SYNID0100105949","global_3",3,"individual"
"SYNID0100106061","global_3",3,"individual"
"SYNID0100106225","global_1",1,"individual"
"SYNID0100106314","global_4",4,"individual"
"SYNID0100106349","global_1",1,"individual"
"SYNID0100106391","global_3",3,"individual"
"SYNID0100106397","global_4",4,"individual"
"SYNID0100106699","global_3",3,"individual"
"SYNID0100106792","global_4",4,"individual"
"SYNID0100106797","global_3",3,"individual"
"SYNID0100107241","global_3",3,"individual"
"SYNID0100107369","global_3",3,"individual"
"SYNID0100107610","global_4",4,"individual"
"SYNID0100107797","global_4",4,"individual"
"SYNID0100108189","global_4",4,"individual"
"SYNID0100108469","global_1",1,"individual"
"SYNID0100108565","global_4",4,"individual"
"SYNID0100108871","global_4",4,"individual"
"SYNID0100109970","global_3",3,"individual"
"SYNID0100110070","global_1",1,"individual"
"SYNID0100110441","global_4",4,"individual"
"SYNID0100110561","global_3",3,"individual"
"SYNID0100111056","global_4",4,"individual"
"SYNID0100111086","global_4",4,"individual"
"SYNID0100111105","global_4",4,"individual"
"SYNID0100111163","global_4",4,"individual"
"SYNID0100111335","global_3",3,"individual"
"SYNID0100111442","global_3",3,"individual"
"SYNID0100111566","global_4",4,"individual"
"SYNID0100111643","global_4",4,"individual"
"SYNID0100111818","global_3",3,"individual"
"SYNID0100112353","global_3",3,"individual"
"SYNID0100112567","global_1",1,"individual"
"SYNID0100112575","global_4",4,"individual"
"SYNID0100112619","global_4",4,"individual"
"SYNID0100112765","global_4",4,"individual"
"SYNID0100113093","global_1",1,"individual"
"SYNID0100113129","global_4",4,"individual"
"SYNID0100113158","global_3",3,"individual"
"SYNID0100113374","global_3",3,"individual"
"SYNID0100114029","global_4",4,"individual"
"SYNID0100114096","global_4",4,"individual"
"SYNID0100114164","global_4",4,"individual"
"SYNID0100114333","global_4",4,"individual"
"SYNID0100114472","global_4",4,"individual"
"SYNID0100114659","global_1",1,"individual"
"SYNID0100114670","global_3",3,"individual"
"SYNID0100114678","global_4",4,"individual"
"SYNID0100114824","global_4",4,"individual"
"SYNID0100115069","global_4",4,"individual"
"SYNID0100115121","global_4",4,"individual"
"SYNID0100115216","global_4",4,"individual"
"SYNID0100115270","global_3",3,"individual"
"SYNID0100115516","global_3",3,"individual"
"SYNID0100116610","global_3",3,"individual"
"SYNID0100116656","global_4",4,"individual"
"SYNID0100116825","global_1",1,"individual"
"SYNID0100117059","global_3",3,"individual"
"SYNID0100117121","global_3",3,"individual"
"SYNID0100117360","global_4",4,"individual"
"SYNID0100117463","global_3",3,"individual"
"SYNID0100117521","global_4",4,"individual"
"SYNID0100117699","global_3",3,"individual"
"SYNID0100117701","global_4",4,"individual"
"SYNID0100117877","global_3",3,"individual"
"SYNID0100117937","global_4",4,"individual"
"SYNID0100117963","global_4",4,"individual"
"SYNID0100118087","global_3",3,"individual"
"SYNID0100118489","global_4",4,"individual"
"SYNID0100118572","global_4",4,"individual"
"SYNID0100118601","global_3",3,"individual"
"SYNID0100118680","global_3",3,"individual"
"SYNID0100118822","global_3",3,"individual"
"SYNID0100118838","global_4",4,"individual"
"SYNID0100119252","global_4",4,"individual"
"SYNID0100119747","global_4",4,"individual"
"SYNID0100120433","global_3",3,"individual"
"SYNID0100121231","global_4",4,"individual"
"SYNID0100121515","global_4",4,"individual"
"SYNID0100121528","global_1",1,"individual"
"SYNID0100121592","global_1",1,"individual"
"SYNID0100121722","global_3",3,"individual"
"SYNID0100121872","global_4",4,"individual"
"SYNID0100122051","global_4",4,"individual"
"SYNID0100122241","global_4",4,"individual"
"SYNID0100122251","global_4",4,"individual"
"SYNID0100122350","global_4",4,"individual"
"SYNID0100122425","global_3",3,"individual"
"SYNID0100123132","global_4",4,"individual"
"SYNID0100123140","global_4",4,"individual"
"SYNID0100123156","global_4",4,"individual"
"SYNID0100123401","global_4",4,"individual"
"SYNID0100123418","global_1",1,"individual"
"SYNID0100123444","global_4",4,"individual"
"SYNID0100123487","global_1",1,"individual"
"SYNID0100123761","global_3",3,"individual"
"SYNID0100123808","global_3",3,"individual"
"SYNID0100123813","global_4",4,"individual"
"SYNID0100123930","global_4",4,"individual"
"SYNID0100123973","global_4",4,"individual"
"SYNID0100124016","global_4",4,"individual"
"SYNID0100124599","global_4",4,"individual"
"SYNID0100125047","global_4",4,"individual"
"SYNID0100125313","global_3",3,"individual"
"SYNID0100125528","global_4",4,"individual"
"SYNID0100125637","global_3",3,"individual"
"SYNID0100125820","global_4",4,"individual"
"SYNID0100126001","global_3",3,"individual"
"SYNID0100126093","global_3",3,"individual"
"SYNID0100126450","global_3",3,"individual"
"SYNID0100126592","global_3",3,"individual"
"SYNID0100126737","global_4",4,"individual"
"SYNID0100126818","global_3",3,"individual"
"SYNID0100126851","global_4",4,"individual"
"SYNID0100126889","global_4",4,"individual"
"SYNID0100127231","global_3",3,"individual"
"SYNID0100127594","global_4",4,"individual"
"SYNID0100127925","global_4",4,"individual"
"SYNID0100128365","global_1",1,"individual"
"SYNID0100128372","global_3",3,"individual"
"SYNID0100128464","global_4",4,"individual"
"SYNID0100128730","global_3",3,"individual"
"SYNID0100129415","global_4",4,"individual"
"SYNID0100129825","global_4",4,"individual"
"SYNID0100130065","global_4",4,"individual"
"SYNID0100130283","global_4",4,"individual"
"SYNID0100130324","global_4",4,"individual"
"SYNID0100130519","global_4",4,"individual"
"SYNID0100130568","global_1",1,"individual"
"SYNID0100131070","global_3",3,"individual"
"SYNID0100131235","global_4",4,"individual"
"SYNID0100131291","global_1",1,"individual"
"SYNID0100131414","global_3",3,"individual"
"SYNID0100131609","global_3",3,"individual"
"SYNID0100131659","global_3",3,"individual"
"SYNID0100131791","global_3",3,"individual"
"SYNID0100131842","global_4",4,"individual"
"SYNID0100132415","global_3",3,"individual"
"SYNID0100132792","global_4",4,"individual"
"SYNID0100132893","global_3",3,"individual"
"SYNID0100133063","global_3",3,"individual"
"SYNID0100133162","global_4",4,"individual"
"SYNID0100133419","global_4",4,"individual"
"SYNID0100133524","global_4",4,"individual"
"SYNID0100133600","global_4",4,"individual"
"SYNID0100133802","global_4",4,"individual"
"SYNID0100134219","global_3",3,"individual"
"SYNID0100134302","global_4",4,"individual"
"SYNID0100134449","global_4",4,"individual"
"SYNID0100134621","global_4",4,"individual"
"SYNID0100134751","global_3",3,"individual"
"SYNID0100135229","global_3",3,"individual"
